strikePrice,expiryDate,underlying,identifier,openInterest,changeinOpenInterest,pchangeinOpenInterest,totalTradedVolume,impliedVolatility,lastPrice,change,pChange,totalBuyQuantity,totalSellQuantity,bidQty,bidprice,askQty,askPrice,underlyingValue,Type,timestamp,timeXvalue
13500,29-Jun-2023,NIFTY,OPTIDXNIFTY29-06-2023CE13500.00,69.0,0,0,0,0,0,0,0,0,50,0,0,50,4480,15806.7,CE,2022-06-28 11:59:01.150276,11:59
13800,21-Jul-2022,NIFTY,OPTIDXNIFTY21-07-2022CE13800.00,0.0,0,0,0,0,0,0,0,2750,2750,2750,1789.15,2750,2240.95,15806.7,CE,2022-06-28 11:59:01.150276,11:59
13800,07-Jul-2022,NIFTY,OPTIDXNIFTY07-07-2022CE13800.00,1.0,1,0,6,0,1954.9,-96.94999999999982,-4.725004264444274,6500,6300,100,1958,100,2017.8,15806.7,CE,2022-06-28 11:59:01.150276,11:59
13800,11-Aug-2022,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
13800,18-Aug-2022,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
13800,25-Aug-2022,NIFTY,OPTIDXNIFTY25-08-2022CE13800.00,2.0,0,0,1,0,2033.3,324.29999999999995,18.976009362200113,4850,4700,100,2010.2,150,2085.75,15806.7,CE,2022-06-28 11:59:01.150276,11:59
13800,30-Jun-2022,NIFTY,OPTIDXNIFTY30-06-2022CE13800.00,0.0,0,0,1,0,1935,209.29999999999995,12.12841165903691,13950,11450,100,1987.9,50,2000.45,15806.7,CE,2022-06-28 11:59:01.150276,11:59
13800,28-Jul-2022,NIFTY,OPTIDXNIFTY28-07-2022CE13800.00,229.0,105,84.6774193548387,171,0,1998.05,-62.299999999999955,-3.0237580993520496,6000,6150,100,1993.15,50,1995,15806.7,CE,2022-06-28 11:59:01.150276,11:59
13800,14-Jul-2022,NIFTY,OPTIDXNIFTY14-07-2022CE13800.00,0.0,0,0,0,0,0,0,0,5250,5250,1250,1949.75,1250,2077.7,15806.7,CE,2022-06-28 11:59:01.150276,11:59
13800,04-Aug-2022,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
